edition_info,url
Edição  nº 10 de 19 de agosto de 1960,https://goiania.go.gov.br/Download/legislacao/diariooficial/1960/do_19600819_000000010.pdf
Edição  nº 9 de 05 de agosto de 1960,https://goiania.go.gov.br/Download/legislacao/diariooficial/1960/do_19600805_000000009.pdf
Edição  nº 8 de 21 de julho de 1960,https://goiania.go.gov.br/Download/legislacao/diariooficial/1960/do_19600721_000000008.pdf
Edição  nº 7 de 23 de junho de 1960,https://goiania.go.gov.br/Download/legislacao/diariooficial/1960/do_19600623_000000007.pdf
Edição  nº 6 de 13 de junho de 1960,https://goiania.go.gov.br/Download/legislacao/diariooficial/1960/do_19600613_000000006.pdf
Edição  nº 5 de 02 de junho de 1960,https://goiania.go.gov.br/Download/legislacao/diariooficial/1960/do_19600602_000000005.pdf
Edição  nº 4 de 11 de maio de 1960,https://goiania.go.gov.br/Download/legislacao/diariooficial/1960/do_19600511_000000004.pdf
Edição  nº 3 de 02 de maio de 1960,https://goiania.go.gov.br/Download/legislacao/diariooficial/1960/do_19600502_000000003.pdf
Edição  nº 2 de 27 de abril de 1960,https://goiania.go.gov.br/Download/legislacao/diariooficial/1960/do_19600427_000000002.pdf
Edição  nº 1 de 21 de abril de 1960,https://goiania.go.gov.br/Download/legislacao/diariooficial/1960/do_19600421_000000001.pdf
Edição  nº 351 de 31 de dezembro de 1973 - Suplemento,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19731231_000000351_suplemento.pdf
Edição  nº 351 de 31 de dezembro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19731231_000000351.pdf
Edição  nº 350 de 26 de dezembro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19731226_000000350.pdf
Edição  nº 349 de 20 de dezembro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19731220_000000349.pdf
Edição  nº 348 de 05 de dezembro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19731205_000000348.pdf
Edição  nº 347 de 03 de dezembro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19731203_000000347.pdf
Edição  nº 346 de 22 de novembro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19731122_000000346.pdf
Edição  nº 345 de 19 de novembro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19731119_000000345.pdf
Edição  nº 344 de 12 de novembro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19731112_000000344.pdf
Edição  nº 343 de 26 de outubro de 1973 - Suplemento,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19731026_000000343_suplemento.pdf
Edição  nº 342 de 26 de outubro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19731026_000000342.pdf
Edição  nº 341 de 15 de outubro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19731015_000000341.pdf
Edição  nº 340 de 08 de outubro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19731008_000000340.pdf
Edição  nº 339 de 27 de setembro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19730927_000000339.pdf
Edição  nº 338 de 17 de setembro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19730917_000000338.pdf
Edição  nº 337 de 13 de setembro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19730913_000000337.pdf
Edição  nº 336 de 03 de setembro de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19730903_000000336.pdf
Edição  nº 335 de 27 de agosto de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19730827_000000335.pdf
Edição  nº 334 de 14 de agosto de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19730814_000000334.pdf
